,,,0,0,0
MERCEDES-BENZ,HAIR GEL,SMART WATCH,203.41,249.98,87
MERCEDES-BENZ,HAMMER,MONITORS & TV,35.45,40.25,123
MERCEDES-BENZ,HAND TOWEL,CELL PHONE,35.25,50.95,30
MERCEDES-BENZ,HANDBAG,MISCELLANEOUS,13.29,14.86,145
MERCEDES-BENZ,HEADPHONES,MISCELLANEOUS,32.08,33.81,48
MERCEDES-BENZ,JACKET,CELL PHONE,251.3,309.39,76
MERCEDES-BENZ,JEANS,CELL PHONE,136.26,200.58,84
MERCEDES-BENZ,JERSEY,SMART WATCH,247.32,322.98,184
MERCEDES-BENZ,KEYBOARD,MONITORS & TV,5.69,8.49,41
MERCEDES-BENZ,KNIFE,SMART WATCH,25.48,28.77,82
MERCEDES-BENZ,LANYARD,CELL PHONE,288.78,408.15,93
MERCEDES-BENZ,LAPTOP,CELL PHONE,144.59,197.8,96
MERCEDES-BENZ,LAWN MOWER,SPORTS,288.56,371.66,164
MERCEDES-BENZ,LEMONADE,MONITORS & TV,200.03,247.13,138
MERCEDES-BENZ,LOTION,SMART WATCH,173.55,240.53,92
MERCEDES-BENZ,MECHANICAL PENCIL,CLOTHING,96.65,123.42,18
MERCEDES-BENZ,MODEL CAR,MONITORS & TV,17.71,26.32,46
MERCEDES-BENZ,MUSIC SOFTWARE,MISCELLANEOUS,25.39,29.01,158
MERCEDES-BENZ,NAILS,CLOTHING,22.62,28.34,39
MERCEDES-BENZ,NECKLACE,CLOTHING,39.63,52.29,150
MERCEDES-BENZ,PAN,CLOTHING,290.2,346.97,7
MERCEDES-BENZ,PAPER,SPORTS,17.01,18.83,133
MERCEDES-BENZ,PEN,SMART WATCH,36.9,53.1,15
MERCEDES-BENZ,PENCIL,MISCELLANEOUS,131.54,184.94,40
MERCEDES-BENZ,PENCIL SHARPENER,MISCELLANEOUS,212.69,288.67,148
MERCEDES-BENZ,PLASMA TV,CLOTHING,33.94,40.5,129
MERCEDES-BENZ,POTATO CHIPS,LAPTOP COMPUTERS,205.01,252.87,91
MERCEDES-BENZ,RC CAR,MISCELLANEOUS,29.44,37.97,22
MERCEDES-BENZ,RC HELICOPTER,ACCESSORIES,101.26,146.49,31
MERCEDES-BENZ,RC PLANE,MISCELLANEOUS,241.36,257.66,123
MERCEDES-BENZ,RULLER,SMART WATCH,55.59,74.18,18
MERCEDES-BENZ,SAW,MONITORS & TV,28.54,37.49,165
MERCEDES-BENZ,SCREWDRIVER,SMART WATCH,186.65,270.93,139
MERCEDES-BENZ,SCREWS,MONITORS & TV,12.49,13.57,174
MERCEDES-BENZ,SHAMPOO,CLOTHING,122.9,142.47,75
MERCEDES-BENZ,SHAVING CREAM,CLOTHING,111.13,135.49,50
MERCEDES-BENZ,SHIN GUARDS,SMART WATCH,290.3,369.38,94
MERCEDES-BENZ,SHOES,MONITORS & TV,5.56,6.81,31
MERCEDES-BENZ,SHORTS,SMART WATCH,142,179.62,57
MERCEDES-BENZ,SHOVEL,MONITORS & TV,251.41,351.98,192
MERCEDES-BENZ,SMARTPHONE,MONITORS & TV,250.39,281.9,87
MERCEDES-BENZ,SOAP BAR,LAPTOP COMPUTERS,229.73,306.88,80
MERCEDES-BENZ,SOCKS,CLOTHING,143.39,173.3,151
MERCEDES-BENZ,SPOON,SPORTS,47.73,55.8,175
MERCEDES-BENZ,SPORTS DRINK,ACCESSORIES,291.74,394.38,175
MERCEDES-BENZ,SPRAY PAINT,SPORTS,135.43,186.63,145
MERCEDES-BENZ,STAPLER,CLOTHING,264.51,304.42,113
MERCEDES-BENZ,STOPWATCH,SMART WATCH,126.24,183.24,107
MERCEDES-BENZ,STRAWS,ACCESSORIES,57.05,65.18,19
MERCEDES-BENZ,STUFFED BEAR,MONITORS & TV,17.64,24.26,197
MERCEDES-BENZ,SUNGLASSES,MONITORS & TV,214.49,246.62,55
MERCEDES-BENZ,TENNIS BALL,MONITORS & TV,160.23,212.67,190
MERCEDES-BENZ,THERMOS,SMART WATCH,261.63,321.63,181
MERCEDES-BENZ,TIE,ACCESSORIES,179.57,207.84,60
MERCEDES-BENZ,TIRE,LAPTOP COMPUTERS,11.01,13.57,54
MERCEDES-BENZ,TOOTHBRUSH,LAPTOP COMPUTERS,261.94,276.46,153
MERCEDES-BENZ,TOOTHPASTE,SPORTS,293.81,432.31,34
MERCEDES-BENZ,TOWEL,MONITORS & TV,115.5,152.26,173
MERCEDES-BENZ,TV REMOTE,MISCELLANEOUS,92.01,110.2,37
MERCEDES-BENZ,VIDEO GAME,MONITORS & TV,186.65,221.11,179
MERCEDES-BENZ,WALLET,CELL PHONE,114.99,122.08,188
MERCEDES-BENZ,WATCH,LAPTOP COMPUTERS,150.99,210.75,61
MERCEDES-BENZ,WATER BOTTLE,ACCESSORIES,184.31,198.37,116
MERCEDES-BENZ,WINTER COAT,LAPTOP COMPUTERS,245.93,360.24,192
MERCEDES-BENZ,WRENCH,MISCELLANEOUS,270.8,363.95,103
MICROSOFT,ALBUM,MONITORS & TV,194.77,255.17,136
MICROSOFT,BASEBALL CAP,LAPTOP COMPUTERS,274.99,376.49,23
MICROSOFT,BASKETBALL,MISCELLANEOUS,100.03,118.81,117
MICROSOFT,BATTERIES,CELL PHONE,140.71,195.74,160
MICROSOFT,BATTERY PACK,CLOTHING,130.31,189.2,149
MICROSOFT,BLANKET,MISCELLANEOUS,119.71,145.65,128
MICROSOFT,BLENDER,MONITORS & TV,220.8,260.13,167
MICROSOFT,BOOK,ACCESSORIES,43.66,56.44,101
MICROSOFT,BOTTLE OF SODA,LAPTOP COMPUTERS,214.32,282.98,5
MICROSOFT,BOWTIE,MISCELLANEOUS,172.69,194.2,56
MICROSOFT,BOX,SMART WATCH,224.9,290.32,176
MICROSOFT,BRACELET,SMART WATCH,194.68,253.61,147
MICROSOFT,CALCULATOR,SPORTS,228.35,336.99,71
MICROSOFT,CAR,LAPTOP COMPUTERS,157.59,219.54,107
MICROSOFT,CLEATS,MONITORS & TV,298.17,424.21,150
MICROSOFT,COFFEE MUG,SMART WATCH,15.96,21.57,106
MICROSOFT,COLOGNE,MISCELLANEOUS,254.32,334.77,136
MICROSOFT,COLORED PENCILS,CLOTHING,296.75,366.47,104
MICROSOFT,COMB,CLOTHING,48.44,61.32,167
MICROSOFT,CRACKERS,SPORTS,195.34,208.53,114
MICROSOFT,DESK,SPORTS,77.72,93.79,89
MICROSOFT,DRILL,CELL PHONE,202.29,271.56,49
MICROSOFT,DRILL BITS,CELL PHONE,66.97,90.8,31
MICROSOFT,ERASER,MONITORS & TV,44.34,60.51,13
MICROSOFT,FISHING ROD,LAPTOP COMPUTERS,92.11,97.98,156
MICROSOFT,FLATSCREEN TV,LAPTOP COMPUTERS,193.98,225.68,105
MICROSOFT,FLIP PHONE,LAPTOP COMPUTERS,126.42,153.35,166
MICROSOFT,FLUTE,CELL PHONE,98.21,115.31,13
MICROSOFT,FOOTBALL,CLOTHING,175.03,187.94,195
MICROSOFT,FORK,MONITORS & TV,247.23,285.97,38
MICROSOFT,FRISBEE,MISCELLANEOUS,283.08,313.79,194
MICROSOFT,GLASSES,SPORTS,203.05,226.39,103
MICROSOFT,GLOVES,ACCESSORIES,284.54,335.3,133
MICROSOFT,GPS,MISCELLANEOUS,263.36,302.12,5
MICROSOFT,HAIR GEL,SMART WATCH,118.67,172.3,153
MICROSOFT,HAMMER,MONITORS & TV,254.02,303.02,89
MICROSOFT,HAND TOWEL,CELL PHONE,137.5,165.01,132
MICROSOFT,HANDBAG,MISCELLANEOUS,232.93,283.89,38
MICROSOFT,HEADPHONES,MISCELLANEOUS,129.64,187.37,179
MICROSOFT,JACKET,CELL PHONE,102.83,148.38,163
MICROSOFT,JEANS,CELL PHONE,291.23,384.06,104
MICROSOFT,JERSEY,SMART WATCH,288.95,381.18,171
MICROSOFT,KEYBOARD,MONITORS & TV,83.35,120.13,88
MICROSOFT,KNIFE,SMART WATCH,226.27,257.97,126
MICROSOFT,LANYARD,CELL PHONE,145.38,199.64,62
MICROSOFT,LAPTOP,CELL PHONE,165.7,222.01,64
MICROSOFT,LAWN MOWER,SPORTS,40.69,43.32,165
MICROSOFT,LEMONADE,MONITORS & TV,251.1,270.51,170
MICROSOFT,LOTION,SMART WATCH,171.16,256.69,113
MICROSOFT,MECHANICAL PENCIL,CLOTHING,82.41,95.02,90
MICROSOFT,MODEL CAR,MONITORS & TV,97.41,123.41,149
MICROSOFT,MUSIC SOFTWARE,MISCELLANEOUS,53.87,70.63,181
MICROSOFT,NAILS,CLOTHING,65.47,88.2,190
MICROSOFT,NECKLACE,CLOTHING,102.28,122.42,89
MICROSOFT,PAN,CLOTHING,124.9,174.72,72
MICROSOFT,PAPER,SPORTS,239.85,292.05,192
MICROSOFT,PEN,SMART WATCH,235.49,315.02,123
MICROSOFT,PENCIL,MISCELLANEOUS,61.1,81.09,128
MICROSOFT,PENCIL SHARPENER,MISCELLANEOUS,42.49,63.35,107
MICROSOFT,PLASMA TV,CLOTHING,153.6,175.37,182
MICROSOFT,POTATO CHIPS,LAPTOP COMPUTERS,26.63,30.95,196
MICROSOFT,RC CAR,MISCELLANEOUS,290.56,314.37,34
MICROSOFT,RC HELICOPTER,ACCESSORIES,232.05,245.58,50
MICROSOFT,RC PLANE,MISCELLANEOUS,268.61,300.18,126
MICROSOFT,RULLER,SMART WATCH,274.08,394.52,69
MICROSOFT,SAW,MONITORS & TV,156.18,232.18,199
MICROSOFT,SCREWDRIVER,SMART WATCH,246.95,272.35,166
MICROSOFT,SCREWS,MONITORS & TV,123.22,138.11,101
MICROSOFT,SHAMPOO,CLOTHING,32.84,37.08,105
MICROSOFT,SHAVING CREAM,CLOTHING,100.78,143.22,157
MICROSOFT,SHIN GUARDS,SMART WATCH,26.91,40.31,150
MICROSOFT,SHOES,MONITORS & TV,217.07,289.57,25
MICROSOFT,SHORTS,SMART WATCH,263.23,352.06,45
MICROSOFT,SHOVEL,MONITORS & TV,242.01,345.72,70
MICROSOFT,SMARTPHONE,MONITORS & TV,17.57,19.22,136
MICROSOFT,SOAP BAR,LAPTOP COMPUTERS,231.83,305.28,36
MICROSOFT,SOCKS,CLOTHING,44.37,53.2,9
MICROSOFT,SPOON,SPORTS,291.45,336.96,177
MICROSOFT,SPORTS DRINK,ACCESSORIES,58.82,76.95,23
MICROSOFT,SPRAY PAINT,SPORTS,46.15,61.45,68
MICROSOFT,STAPLER,CLOTHING,287.9,320.16,177
MICROSOFT,STOPWATCH,SMART WATCH,171.59,201.18,51
MICROSOFT,STRAWS,ACCESSORIES,297.51,406.23,79
MICROSOFT,STUFFED BEAR,MONITORS & TV,123.6,166.82,137
MICROSOFT,SUNGLASSES,MONITORS & TV,191.18,221.87,149
MICROSOFT,TENNIS BALL,MONITORS & TV,213.41,263.79,39
MICROSOFT,THERMOS,SMART WATCH,181.94,219.7,147
MICROSOFT,TIE,ACCESSORIES,68.77,84.2,128
MICROSOFT,TIRE,LAPTOP COMPUTERS,147.52,199.84,153
MICROSOFT,TOOTHBRUSH,LAPTOP COMPUTERS,42.79,45.88,24
MICROSOFT,TOOTHPASTE,SPORTS,274.82,293.5,152
MICROSOFT,TOWEL,MONITORS & TV,292.34,360.01,179
MICROSOFT,TV REMOTE,MISCELLANEOUS,9.24,11.18,121
MICROSOFT,VIDEO GAME,MONITORS & TV,27.52,33.56,164
MICROSOFT,WALLET,CELL PHONE,91.43,125.98,186
MICROSOFT,WATCH,LAPTOP COMPUTERS,180.19,220.25,120
MICROSOFT,WATER BOTTLE,ACCESSORIES,202.39,239.47,146
MICROSOFT,WINTER COAT,LAPTOP COMPUTERS,58.24,81.82,55
MICROSOFT,WRENCH,MISCELLANEOUS,120.95,155.54,194
MICROSOFT,XBOX ONE CONTROLLER,ACCESSORIES,39.99,49.99,27
MICROSOFT,XBOX ONE X,ELECTRONICS,449.99,499.99,49
MOTOROLA,ALBUM,MONITORS & TV,123.49,166.13,62
MOTOROLA,BASEBALL CAP,LAPTOP COMPUTERS,233.72,347.41,190
MOTOROLA,BASKETBALL,MISCELLANEOUS,156.46,181.31,38
MOTOROLA,BATTERIES,CELL PHONE,17.98,23.03,26
MOTOROLA,BATTERY PACK,CLOTHING,200.88,238.59,20
MOTOROLA,BLANKET,MISCELLANEOUS,29.87,32.09,23
MOTOROLA,BLENDER,MONITORS & TV,201.21,241.2,156
MOTOROLA,BOOK,ACCESSORIES,77.86,99.82,152
MOTOROLA,BOTTLE OF SODA,LAPTOP COMPUTERS,134.64,143.12,147
MOTOROLA,BOWTIE,MISCELLANEOUS,158.99,225.7,146
MOTOROLA,BOX,SMART WATCH,277.82,303.68,196
MOTOROLA,BRACELET,SMART WATCH,262.29,340.39,159
MOTOROLA,CALCULATOR,SPORTS,57.65,64.55,149
MOTOROLA,CAR,LAPTOP COMPUTERS,204.91,266.86,188
MOTOROLA,CLEATS,MONITORS & TV,296.84,329.19,56
MOTOROLA,COFFEE MUG,SMART WATCH,166.28,247.18,183
MOTOROLA,COLOGNE,MISCELLANEOUS,129.44,138.96,30
MOTOROLA,COLORED PENCILS,CLOTHING,12.91,19.36,50
MOTOROLA,COMB,CLOTHING,179.04,188.41,104
MOTOROLA,CRACKERS,SPORTS,241.36,307.06,71
MOTOROLA,DESK,SPORTS,81.15,88.78,120
MOTOROLA,DRILL,CELL PHONE,90.31,96.05,177
MOTOROLA,DRILL BITS,CELL PHONE,205.09,219.41,65
MOTOROLA,ERASER,MONITORS & TV,177.26,249.33,127
MOTOROLA,FISHING ROD,LAPTOP COMPUTERS,201.53,219.56,78
MOTOROLA,FLATSCREEN TV,LAPTOP COMPUTERS,39.78,53.78,49
MOTOROLA,FLIP PHONE,LAPTOP COMPUTERS,281.21,357.15,28
MOTOROLA,FLUTE,CELL PHONE,12.39,14.8,162
MOTOROLA,FOOTBALL,CLOTHING,156.75,203.73,195
MOTOROLA,FORK,MONITORS & TV,171.77,195.88,80
MOTOROLA,FRISBEE,MISCELLANEOUS,54.71,63.2,139
MOTOROLA,GLASSES,SPORTS,83.28,91.21,9
MOTOROLA,GLOVES,ACCESSORIES,162.7,240.31,28
MOTOROLA,GPS,MISCELLANEOUS,44.22,64.18,145
MOTOROLA,HAIR GEL,SMART WATCH,209.78,248.19,174
MOTOROLA,HAMMER,MONITORS & TV,39.41,42.15,79
MOTOROLA,HAND TOWEL,CELL PHONE,29.67,36.06,57
MOTOROLA,HANDBAG,MISCELLANEOUS,85.42,92.34,87
MOTOROLA,HEADPHONES,MISCELLANEOUS,34.31,42.5,32
MOTOROLA,JACKET,CELL PHONE,59.93,68.36,72
MOTOROLA,JEANS,CELL PHONE,250.75,295.71,93
MOTOROLA,JERSEY,SMART WATCH,228.56,289.33,125
MOTOROLA,KEYBOARD,MONITORS & TV,284.08,321.23,104
MOTOROLA,KNIFE,SMART WATCH,66.79,83.39,187
MOTOROLA,LANYARD,CELL PHONE,117.14,175.32,90
MOTOROLA,LAPTOP,CELL PHONE,40.34,43.22,19
MOTOROLA,LAWN MOWER,SPORTS,184.95,273.34,86
MOTOROLA,LEMONADE,MONITORS & TV,36.39,40.33,98
MOTOROLA,LOTION,SMART WATCH,229.86,294.59,98
MOTOROLA,MECHANICAL PENCIL,CLOTHING,5.65,6.4,24
MOTOROLA,MODEL CAR,MONITORS & TV,247.87,304.3,15
MOTOROLA,MUSIC SOFTWARE,MISCELLANEOUS,287,428.9,82
MOTOROLA,NAILS,CLOTHING,106.81,149.61,168
MOTOROLA,NECKLACE,CLOTHING,284.73,320.49,22
MOTOROLA,PAN,CLOTHING,148.25,207.16,57
MOTOROLA,PAPER,SPORTS,27.25,28.67,36
MOTOROLA,PEN,SMART WATCH,62.8,67.84,149
MOTOROLA,PENCIL,MISCELLANEOUS,180.85,265.22,109
MOTOROLA,PENCIL SHARPENER,MISCELLANEOUS,61.75,83.98,168
MOTOROLA,PLASMA TV,CLOTHING,140.74,192.68,52
MOTOROLA,POTATO CHIPS,LAPTOP COMPUTERS,224.58,308.58,140
MOTOROLA,RC CAR,MISCELLANEOUS,99.4,132.22,140
MOTOROLA,RC HELICOPTER,ACCESSORIES,260.87,296.5,166
MOTOROLA,RC PLANE,MISCELLANEOUS,71.47,81.9,130
MOTOROLA,RULLER,SMART WATCH,21.03,25.87,112
MOTOROLA,SAW,MONITORS & TV,128.96,138.71,94
MOTOROLA,SCREWDRIVER,SMART WATCH,183.98,208.26,55
MOTOROLA,SCREWS,MONITORS & TV,90.52,95.18,194
MOTOROLA,SHAMPOO,CLOTHING,97.39,118.07,181
MOTOROLA,SHAVING CREAM,CLOTHING,23.77,25.92,12
MOTOROLA,SHIN GUARDS,SMART WATCH,73.14,93.39,25
MOTOROLA,SHOES,MONITORS & TV,17.16,18.89,61
MOTOROLA,SHORTS,SMART WATCH,276.8,308.22,120
MOTOROLA,SHOVEL,MONITORS & TV,169.88,198.3,139
MOTOROLA,SMARTPHONE,MONITORS & TV,205.06,295.44,183
MOTOROLA,SOAP BAR,LAPTOP COMPUTERS,38.15,52.96,85
MOTOROLA,SOCKS,CLOTHING,162.75,229.59,142
MOTOROLA,SPOON,SPORTS,209.93,228.46,193
MOTOROLA,SPORTS DRINK,ACCESSORIES,143.92,157.93,200
MOTOROLA,SPRAY PAINT,SPORTS,284.12,315.03,48
MOTOROLA,STAPLER,CLOTHING,159.41,216.56,123
MOTOROLA,STOPWATCH,SMART WATCH,190.89,203.82,157
MOTOROLA,STRAWS,ACCESSORIES,250.6,289.42,43
MOTOROLA,STUFFED BEAR,MONITORS & TV,117.03,155.44,141
MOTOROLA,SUNGLASSES,MONITORS & TV,29.8,41.88,84
MOTOROLA,TENNIS BALL,MONITORS & TV,299.4,394.69,143
MOTOROLA,THERMOS,SMART WATCH,71.83,85.26,10
MOTOROLA,TIE,ACCESSORIES,238.83,341.05,179
MOTOROLA,TIRE,LAPTOP COMPUTERS,181.38,233.84,104
MOTOROLA,TOOTHBRUSH,LAPTOP COMPUTERS,62.69,90.89,75
MOTOROLA,TOOTHPASTE,SPORTS,11.87,17.65,182
MOTOROLA,TOWEL,MONITORS & TV,42.12,56.52,116
MOTOROLA,TV REMOTE,MISCELLANEOUS,211.05,285.55,13
MOTOROLA,VIDEO GAME,MONITORS & TV,146.8,170.45,33
MOTOROLA,WALLET,CELL PHONE,170.47,181.37,150
MOTOROLA,WATCH,LAPTOP COMPUTERS,237.45,329.73,145
MOTOROLA,WATER BOTTLE,ACCESSORIES,163.73,221.74,38
MOTOROLA,WINTER COAT,LAPTOP COMPUTERS,35.84,43.61,133
MOTOROLA,WRENCH,MISCELLANEOUS,254.41,309.57,160
NATIONWIDE,ALBUM,MONITORS & TV,160.98,170.17,182
NATIONWIDE,BASEBALL CAP,LAPTOP COMPUTERS,231.78,318.87,44
NATIONWIDE,BASKETBALL,MISCELLANEOUS,79.16,91.78,75
NATIONWIDE,BATTERIES,CELL PHONE,108.71,140.38,93
NATIONWIDE,BATTERY PACK,CLOTHING,226.27,253.71,146
NATIONWIDE,BLANKET,MISCELLANEOUS,28.88,43.08,130
NATIONWIDE,BLENDER,MONITORS & TV,16.7,21.6,10
NATIONWIDE,BOOK,ACCESSORIES,43.03,50.6,6
NATIONWIDE,BOTTLE OF SODA,LAPTOP COMPUTERS,173.79,250.68,7
NATIONWIDE,BOWTIE,MISCELLANEOUS,182.09,233.08,51
NATIONWIDE,BOX,SMART WATCH,262.13,296.92,183
NATIONWIDE,BRACELET,SMART WATCH,158.16,204.04,92
NATIONWIDE,CALCULATOR,SPORTS,171.73,211.07,79
NATIONWIDE,CAR,LAPTOP COMPUTERS,120.84,130.92,196
NATIONWIDE,CLEATS,MONITORS & TV,209.68,311.02,160
NATIONWIDE,COFFEE MUG,SMART WATCH,55.44,60.72,54
NATIONWIDE,COLOGNE,MISCELLANEOUS,49.5,71.02,92
NATIONWIDE,COLORED PENCILS,CLOTHING,34.84,48.1,116
NATIONWIDE,COMB,CLOTHING,154.96,229.85,193
NATIONWIDE,CRACKERS,SPORTS,186.98,269.67,124
NATIONWIDE,DESK,SPORTS,188.48,200.43,198
NATIONWIDE,DRILL,CELL PHONE,150.77,204.6,171
NATIONWIDE,DRILL BITS,CELL PHONE,142.53,193.39,33
NATIONWIDE,ERASER,MONITORS & TV,290.71,365.02,14
NATIONWIDE,FISHING ROD,LAPTOP COMPUTERS,116.19,172.33,138
NATIONWIDE,FLATSCREEN TV,LAPTOP COMPUTERS,244.36,328,59
NATIONWIDE,FLIP PHONE,LAPTOP COMPUTERS,170.21,233.36,127
NATIONWIDE,FLUTE,CELL PHONE,29.45,35.52,82
NATIONWIDE,FOOTBALL,CLOTHING,112.78,156.29,317
NATIONWIDE,FORK,MONITORS & TV,73.63,86.18,187
NATIONWIDE,FRISBEE,MISCELLANEOUS,227.63,248.09,147
NATIONWIDE,GLASSES,SPORTS,124.78,151.21,184
NATIONWIDE,GLOVES,ACCESSORIES,102.84,153.73,57
NATIONWIDE,GPS,MISCELLANEOUS,69.4,76.31,59
NATIONWIDE,HAIR GEL,SMART WATCH,171.05,236.75,174
NATIONWIDE,HAMMER,MONITORS & TV,111.99,145.82,24
NATIONWIDE,HAND TOWEL,CELL PHONE,213.56,267.58,61
NATIONWIDE,HANDBAG,MISCELLANEOUS,179.52,230.55,183
NATIONWIDE,HEADPHONES,MISCELLANEOUS,195.09,290.22,38
NATIONWIDE,JACKET,CELL PHONE,136.16,195.45,119
NATIONWIDE,JEANS,CELL PHONE,194.73,275.57,95
NATIONWIDE,JERSEY,SMART WATCH,200.94,224.02,36
NATIONWIDE,KEYBOARD,MONITORS & TV,6.65,8.36,73
NATIONWIDE,KNIFE,SMART WATCH,205.9,262.82,192
NATIONWIDE,LANYARD,CELL PHONE,181.58,225.33,173
NATIONWIDE,LAPTOP,CELL PHONE,145.07,191.46,180
NATIONWIDE,LAWN MOWER,SPORTS,28.28,33.29,195
NATIONWIDE,LEMONADE,MONITORS & TV,199.06,255.24,99
NATIONWIDE,LOTION,SMART WATCH,10,10.8,87
NATIONWIDE,MECHANICAL PENCIL,CLOTHING,221.18,286.47,152
NATIONWIDE,MODEL CAR,MONITORS & TV,135.57,144.42,77
NATIONWIDE,MUSIC SOFTWARE,MISCELLANEOUS,56.37,81.21,82
NATIONWIDE,NAILS,CLOTHING,274.27,389.66,64
NATIONWIDE,NECKLACE,CLOTHING,193.77,257.72,121
NATIONWIDE,PAN,CLOTHING,186.38,224.38,104
NATIONWIDE,PAPER,SPORTS,33.1,40.65,177
NATIONWIDE,PEN,SMART WATCH,249.31,295.64,119
NATIONWIDE,PENCIL,MISCELLANEOUS,31.05,42.57,35
NATIONWIDE,PENCIL SHARPENER,MISCELLANEOUS,70.1,75.47,143
NATIONWIDE,PLASMA TV,CLOTHING,167.5,244.69,154
NATIONWIDE,POTATO CHIPS,LAPTOP COMPUTERS,278.7,376.86,171
NATIONWIDE,RC CAR,MISCELLANEOUS,19.98,27.21,144
NATIONWIDE,RC HELICOPTER,ACCESSORIES,159.88,183.77,69
NATIONWIDE,RC PLANE,MISCELLANEOUS,33.99,50.25,139
NATIONWIDE,RULLER,SMART WATCH,153.47,196.63,138
NATIONWIDE,SAW,MONITORS & TV,183.5,219.38,125
NATIONWIDE,SCREWDRIVER,SMART WATCH,285.49,353.86,44
NATIONWIDE,SCREWS,MONITORS & TV,269.31,310.52,23
NATIONWIDE,SHAMPOO,CLOTHING,9.67,11.2,187
NATIONWIDE,SHAVING CREAM,CLOTHING,118.57,146.1,194
NATIONWIDE,SHIN GUARDS,SMART WATCH,28.94,40.05,197
NATIONWIDE,SHOES,MONITORS & TV,12.16,14.25,180
NATIONWIDE,SHORTS,SMART WATCH,52.04,74.01,119
NATIONWIDE,SHOVEL,MONITORS & TV,183.66,194.38,40
NATIONWIDE,SMARTPHONE,MONITORS & TV,223.2,290.66,182
NATIONWIDE,SOAP BAR,LAPTOP COMPUTERS,46.89,50.4,178
NATIONWIDE,SOCKS,CLOTHING,34.96,36.83,172
NATIONWIDE,SPOON,SPORTS,184.38,242.26,102
NATIONWIDE,SPORTS DRINK,ACCESSORIES,218.96,240.68,47
NATIONWIDE,SPRAY PAINT,SPORTS,221.83,285.42,123
NATIONWIDE,STAPLER,CLOTHING,262.48,356.81,171
NATIONWIDE,STOPWATCH,SMART WATCH,194.42,215.26,183
NATIONWIDE,STRAWS,ACCESSORIES,87.12,130.05,141
NATIONWIDE,STUFFED BEAR,MONITORS & TV,20.71,30.73,43
NATIONWIDE,SUNGLASSES,MONITORS & TV,231.77,265.39,31
NATIONWIDE,TENNIS BALL,MONITORS & TV,181.51,211.51,157
NATIONWIDE,THERMOS,SMART WATCH,11.39,14.32,15
NATIONWIDE,TIE,ACCESSORIES,205.52,253.69,48
NATIONWIDE,TIRE,LAPTOP COMPUTERS,134.87,161.58,6
NATIONWIDE,TOOTHBRUSH,LAPTOP COMPUTERS,205.27,301.8,191
NATIONWIDE,TOOTHPASTE,SPORTS,280.6,331.55,168
NATIONWIDE,TOWEL,MONITORS & TV,225.35,332.98,32
NATIONWIDE,TV REMOTE,MISCELLANEOUS,30.52,40.05,148
NATIONWIDE,VIDEO GAME,MONITORS & TV,75.47,83.76,56
NATIONWIDE,WALLET,CELL PHONE,285.76,325.13,40
NATIONWIDE,WATCH,LAPTOP COMPUTERS,282.63,416.95,137
NATIONWIDE,WATER BOTTLE,ACCESSORIES,251.67,305.6,115
NATIONWIDE,WINTER COAT,LAPTOP COMPUTERS,231.41,275.39,131
NATIONWIDE,WRENCH,MISCELLANEOUS,126.22,182.82,20
NBC,ALBUM,MONITORS & TV,151.63,160.93,50
NBC,BASEBALL CAP,LAPTOP COMPUTERS,137.69,152.97,110
NBC,BASKETBALL,MISCELLANEOUS,272.78,375.48,18
NBC,BATTERIES,CELL PHONE,275.07,376.59,30
NBC,BATTERY PACK,CLOTHING,38.5,44.87,119
NBC,BLANKET,MISCELLANEOUS,192.81,258.78,96
NBC,BLENDER,MONITORS & TV,85.61,93.98,197
NBC,BOOK,ACCESSORIES,139.87,156.17,27
NBC,BOTTLE OF SODA,LAPTOP COMPUTERS,115.98,124.23,124
NBC,BOWTIE,MISCELLANEOUS,5.77,7.92,102
NBC,BOX,SMART WATCH,166.08,242.46,133
NBC,BRACELET,SMART WATCH,60.65,73.68,159
NBC,CALCULATOR,SPORTS,74.07,99.77,184
NBC,CAR,LAPTOP COMPUTERS,278.9,409.96,93
NBC,CLEATS,MONITORS & TV,182.03,205.77,76
NBC,COFFEE MUG,SMART WATCH,64.52,88.45,70
NBC,COLOGNE,MISCELLANEOUS,197.05,286.73,115
NBC,COLORED PENCILS,CLOTHING,214.01,233.92,82
NBC,COMB,CLOTHING,200.42,264.81,7
NBC,CRACKERS,SPORTS,40.75,45,193
NBC,DESK,SPORTS,117.47,167.9,152
NBC,DRILL,CELL PHONE,179.51,248.26,58
NBC,DRILL BITS,CELL PHONE,207.34,289.51,170
NBC,ERASER,MONITORS & TV,10.87,15.16,44
NBC,FISHING ROD,LAPTOP COMPUTERS,43,46.48,35
NBC,FLATSCREEN TV,LAPTOP COMPUTERS,74.21,85.23,14
NBC,FLIP PHONE,LAPTOP COMPUTERS,105.18,139.24,128
NBC,FLUTE,CELL PHONE,174.78,222.66,163
NBC,FOOTBALL,CLOTHING,78.34,107.21,56
NBC,FORK,MONITORS & TV,213.48,245.43,25
NBC,FRISBEE,MISCELLANEOUS,121.76,149.27,80
NBC,GLASSES,SPORTS,89,94.19,61
NBC,GLOVES,ACCESSORIES,204.33,290.91,6
NBC,GPS,MISCELLANEOUS,93.29,121.17,121
NBC,HAIR GEL,SMART WATCH,152.64,161.48,133
NBC,HAMMER,MONITORS & TV,142.1,198.98,125
NBC,HAND TOWEL,CELL PHONE,215.08,231.29,156
